ticket_id,created_at,requester_department,requester_title,request_type,request_summary,details,mandatory_fields,fields_provided,outcome,security_risk_score,resolution_time_hours,approver_role
4b8c31ac-d9e9-417e-93b4-725f31f8b15a,2024-07-16 16:04:00,Data Science,ML Engineer,Data Export,Export 23GB of anonymized data to S3 bucket acme-stage-side,"Request to export anonymized user event data (~23GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-side. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,73,14.0,CISO
fc7a41b8-13da-465b-9279-afd0ef20a329,2025-04-28 17:04:00,Engineering,Backend Engineer,Permission Change,Temporary admin access to AWS for 8 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 8 hours. Related Jira ticket: INFRA-4725.",Business Justification; Duration; Manager Approval,Duration; Manager Approval,Info Requested,89,,Security Manager
9d61aa2b-9671-4527-9010-8533551dd598,2025-04-08 11:04:00,Marketing,SEO Specialist,Data Export,Export 44GB of anonymized data to S3 bucket acme-dev-quickly,"Request to export anonymized user event data (~44GB) for ML model training.
Data to be exported to secure S3 bucket acme-dev-quickly. No direct identifiers present.",Business Justification; PII Involved; Data Destination,PII Involved; Data Destination,Info Requested,80,,Security Analyst
1e3ead5e-f0df-4ffd-834b-59d2cdcb5d2a,2024-11-15 06:04:00,Operations,Operations Manager,Permission Change,Temporary admin access to AWS for 2 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 2 hours. Related Jira ticket: INFRA-8044.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,86,31.0,Security Analyst
aa8b086d-5995-4a4b-bd11-6cf98f9be143,2025-05-24 18:04:00,Marketing,Content Strategist,Permission Change,Temporary admin access to AWS for 7 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 7 hours. Related Jira ticket: INFRA-5673.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,83,25.0,Security Manager
7a01c10c-a5fb-44e0-8c5f-9969602b0b6c,2024-11-08 20:04:00,HR,Recruiter,DevTool Install,Install VSCode extension 'center',"Requesting installation of extension 'center' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,65,24.0,Security Analyst
b90d20f1-f344-432b-acea-fb68e9bb2e03,2024-09-28 16:04:00,Finance,Controller,Firewall Change,Allow SSH to external IP 129.150.135.122 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 129.150.135.122 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,66,16.0,CISO
31c041e6-d4e3-4cf0-a942-13bb5c0d4ce0,2024-06-03 15:04:00,Data Science,ML Engineer,DevTool Install,Install VSCode extension 'sound',"Requesting installation of extension 'sound' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,44,25.0,Security Manager
a7fd37dc-623c-4e8a-8228-ad992d4c33d9,2025-01-13 14:04:00,HR,HR Specialist,Data Export,Export 22GB of anonymized data to S3 bucket acme-prod-watch,"Request to export anonymized user event data (~22GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-watch. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,60,43.0,CISO
d2ba09ba-2410-4421-9084-f1dcad316242,2025-03-07 09:04:00,Operations,Logistics Coordinator,Firewall Change,Allow SSH to external IP 95.140.116.10 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 95.140.116.10 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Rejected,90,30.0,CISO
8e60d002-5e13-428e-abaf-7b5801aec6ec,2024-08-25 22:04:00,Sales,Sales Engineer,Network Access,Open port 3306 from 10.238.203.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.238.203.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,71,17.0,Security Analyst
53d9ab20-25ca-4e9b-a6ec-520c97594b9d,2025-02-01 17:04:00,Engineering,Frontend Engineer,Firewall Change,Allow SSH to external IP 138.51.161.66 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 138.51.161.66 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,72,25.0,Security Manager
9260aebe-87dd-4cc1-8b97-48a65d116a95,2025-04-19 02:04:00,Engineering,SRE,Data Export,Export 26GB of anonymized data to S3 bucket acme-stage-others,"Request to export anonymized user event data (~26GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-others. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,67,41.0,Security Manager
aba334c0-0e11-4694-9f16-ab717336c5b9,2025-04-15 14:04:00,Data Science,ML Engineer,Firewall Change,Allow SSH to external IP 173.98.167.80 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 173.98.167.80 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,81,24.0,CISO
6cc6ea95-d106-4ac8-ae07-3b83f8156415,2024-07-11 00:04:00,Marketing,SEO Specialist,Vendor Approval,Onboard vendor Gutierrez Ltd for campaign analytics,Gutierrez Ltd provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification; Legal Review,Approved,79,35.0,Security Analyst
2d6de0ef-1e3f-4157-bce9-f17a2b49b164,2024-11-22 12:04:00,HR,People Partner,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-price,"Access requested for S3 bucket acme-dev-price to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,60,36.0,CISO
a4afffbf-e6bc-4575-9156-bb2042c13aa8,2024-10-12 10:04:00,Marketing,Content Strategist,Network Access,Open port 3306 from 10.75.182.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.75.182.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,79,42.0,Security Analyst
4233b168-f93c-421c-800f-81bddcd10651,2024-10-22 14:04:00,Data Science,ML Engineer,Data Export,Export 41GB of anonymized data to S3 bucket acme-stage-style,"Request to export anonymized user event data (~41GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-style. No direct identifiers present.",Business Justification; PII Involved; Data Destination,PII Involved; Data Destination,Info Requested,58,,CISO
c5dce0e7-0013-48dc-9f43-21a1806f62aa,2025-01-28 02:04:00,Data Science,ML Engineer,Data Export,Export 29GB of anonymized data to S3 bucket acme-dev-test,"Request to export anonymized user event data (~29GB) for ML model training.
Data to be exported to secure S3 bucket acme-dev-test. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,72,18.0,Security Analyst
f0083ffc-1c97-446c-8a8e-5bbd1b942673,2025-03-28 09:04:00,HR,Recruiter,Network Access,Open port 3306 from 10.65.78.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.65.78.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,89,33.0,CISO
99c2546e-8289-47c5-9574-f1e724331d07,2024-12-02 13:04:00,Finance,Financial Analyst,Network Access,Open port 3306 from 10.224.39.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.224.39.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,63,24.0,Security Manager
d51f5159-f08f-4608-b6ba-861f1c024415,2025-03-16 00:04:00,Data Science,ML Engineer,Cloud Resource Access,ReadOnly access to S3 bucket acme-dev-edge,"Access requested for S3 bucket acme-dev-edge to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,68,16.0,Security Analyst
e0189e07-05be-4143-8a55-a2c527319837,2025-01-15 10:04:00,Sales,Sales Engineer,Data Export,Export 50GB of anonymized data to S3 bucket acme-stage-national,"Request to export anonymized user event data (~50GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-national. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; Data Destination,Info Requested,85,,Security Analyst
773d65cd-451d-4eb6-b5b1-4ebcc8c6ea48,2024-06-13 01:04:00,Data Science,Data Scientist,DevTool Install,Install VSCode extension 'sing',"Requesting installation of extension 'sing' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,53,19.0,Security Manager
62878524-9f5f-4063-84d0-8ec820021b0b,2025-05-05 23:04:00,Data Science,ML Engineer,DevTool Install,Install VSCode extension 'give',"Requesting installation of extension 'give' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Team Lead Approval,Info Requested,44,,Security Analyst
35115189-f3f0-4556-95b7-27f6117f1cb7,2024-08-31 11:04:00,Sales,Sales Engineer,Network Access,Open port 3306 from 10.90.254.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.90.254.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Rejected,85,24.0,CISO
6ac8333e-bb4b-4065-bc95-7e225aab2c34,2024-09-06 10:04:00,Operations,Logistics Coordinator,DevTool Install,Install VSCode extension 'her',"Requesting installation of extension 'her' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification,Info Requested,69,,CISO
647ee7d5-4d0b-4a4e-b38f-8e977efde936,2024-10-16 22:04:00,Operations,Program Manager,Firewall Change,Allow SSH to external IP 33.123.69.67 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 33.123.69.67 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,80,25.0,Security Manager
5ce9afff-1de1-45ee-9fad-a108e5bab512,2025-05-26 02:04:00,HR,HR Specialist,Cloud Resource Access,ReadOnly access to S3 bucket acme-stage-campaign,"Access requested for S3 bucket acme-stage-campaign to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,57,42.0,Security Analyst
a6908876-999d-41f3-ba62-d430d24c6459,2025-01-21 21:04:00,Sales,Account Executive,Firewall Change,Allow SSH to external IP 15.200.203.80 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 15.200.203.80 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,73,16.0,Security Analyst
78165c46-e176-4ba6-a98c-546e202d53a7,2025-05-03 03:04:00,IT,IT Specialist,Firewall Change,Allow SSH to external IP 183.2.33.35 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 183.2.33.35 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,74,8.0,Security Analyst
14ab0b35-107c-4bbe-a54e-e9e387779641,2024-10-03 12:04:00,Operations,Operations Manager,Network Access,Open port 3306 from 10.53.148.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.53.148.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,70,16.0,Security Analyst
12e591af-485d-488d-b913-96158af3997e,2024-07-21 20:04:00,Sales,Account Executive,Data Export,Export 38GB of anonymized data to S3 bucket acme-stage-also,"Request to export anonymized user event data (~38GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-also. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved,Info Requested,66,,Security Manager
39de7c1c-ae22-49a0-a100-9a6f7d32f12b,2024-10-13 17:04:00,Operations,Program Manager,Permission Change,Temporary admin access to AWS for 7 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 7 hours. Related Jira ticket: INFRA-1339.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,85,27.0,Security Analyst
ef3dc8e3-b420-4e18-bdf3-5a025120eeb9,2025-01-07 10:04:00,IT,IT Support,Data Export,Export 50GB of anonymized data to S3 bucket acme-stage-too,"Request to export anonymized user event data (~50GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-too. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved,Info Requested,86,,Security Analyst
86a71aeb-fbd6-4846-a013-38979b663541,2024-10-10 19:04:00,IT,System Administrator,Firewall Change,Allow SSH to external IP 4.205.8.178 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 4.205.8.178 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,79,14.0,CISO
142c36ab-087c-4c61-9b2e-a6b6e606d107,2024-06-25 10:04:00,IT,IT Specialist,Network Access,Open port 3306 from 10.253.200.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.253.200.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,67,40.0,Security Analyst
227bfa04-dff8-4293-ada5-cb4c49132889,2025-03-15 14:04:00,Data Science,ML Engineer,Firewall Change,Allow SSH to external IP 59.196.88.197 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 59.196.88.197 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Rejected,89,20.0,Security Manager
7a637a0e-b222-4e45-86af-e6cbb8450a34,2024-09-07 02:04:00,Marketing,Marketing Manager,Firewall Change,Allow SSH to external IP 7.195.33.229 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 7.195.33.229 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,73,40.0,CISO
d8010414-bbca-421d-8887-5e60daa16598,2025-01-08 02:04:00,Marketing,Content Strategist,DevTool Install,Install VSCode extension 'have',"Requesting installation of extension 'have' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification,Info Requested,33,,Security Manager
5259d01c-6fbc-49e3-85b3-75ef7680ae2c,2024-05-30 08:04:00,Finance,Controller,Firewall Change,Allow SSH to external IP 153.138.143.48 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 153.138.143.48 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,91,29.0,Security Analyst
57b4a2b9-d540-4579-b63a-6a2ad72d4b99,2024-08-23 19:04:00,Operations,Logistics Coordinator,Data Export,Export 18GB of anonymized data to S3 bucket acme-dev-both,"Request to export anonymized user event data (~18GB) for ML model training.
Data to be exported to secure S3 bucket acme-dev-both. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,67,44.0,Security Analyst
c9da1fbf-780c-42fa-ac43-c041deb4695f,2025-01-24 01:04:00,Engineering,Software Engineer,Firewall Change,Allow SSH to external IP 87.130.122.115 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 87.130.122.115 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,78,37.0,CISO
7bd3bbd8-aae9-4de3-95c5-b73be91266c1,2024-10-12 22:04:00,Engineering,Frontend Engineer,Data Export,Export 10GB of anonymized data to S3 bucket acme-prod-matter,"Request to export anonymized user event data (~10GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-matter. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,84,42.0,Security Manager
11664bd2-a7fe-4f5a-ba7a-2bfc1b72c8b6,2025-05-03 00:04:00,Marketing,SEO Specialist,Data Export,Export 31GB of anonymized data to S3 bucket acme-dev-sell,"Request to export anonymized user event data (~31GB) for ML model training.
Data to be exported to secure S3 bucket acme-dev-sell. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,88,9.0,Security Manager
01424e55-dcce-4da3-8cc4-508be3fa8feb,2025-04-24 15:04:00,Marketing,Marketing Manager,Permission Change,Temporary admin access to AWS for 6 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 6 hours. Related Jira ticket: INFRA-2403.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,86,12.0,Security Manager
3c8f86af-426f-4d21-b700-0494caab106c,2024-09-30 13:04:00,IT,IT Support,DevTool Install,Install VSCode extension 'every',"Requesting installation of extension 'every' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,60,29.0,Security Manager
3a462939-de68-41bc-8bfc-f76f0770d977,2025-03-27 23:04:00,HR,People Partner,Data Export,Export 30GB of anonymized data to S3 bucket acme-prod-thank,"Request to export anonymized user event data (~30GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-thank. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,72,6.0,Security Analyst
f0c0300d-c4fe-4307-a243-b508a97350a2,2024-11-29 19:04:00,Finance,Financial Analyst,Vendor Approval,"Onboard vendor Smith, Kelly and Young for campaign analytics","Smith, Kelly and Young provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.",Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Legal Review,Info Requested,40,,Security Analyst
dc17c878-7aa7-4ace-99ea-17b2c86284a2,2025-04-21 12:04:00,Data Science,ML Engineer,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-his,"Access requested for S3 bucket acme-prod-his to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification,Info Requested,79,,Security Analyst
ad79de9e-e02a-4d91-82e4-06066405b850,2025-01-29 05:04:00,Marketing,Marketing Manager,Firewall Change,Allow SSH to external IP 62.246.178.96 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 62.246.178.96 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Destination IP,Info Requested,72,,CISO
0866b4a3-2078-4464-9895-e3ef46abe0a1,2024-11-23 16:04:00,Sales,Account Executive,DevTool Install,Install VSCode extension 'letter',"Requesting installation of extension 'letter' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification,Info Requested,48,,Security Manager
96db42d5-1f8f-470e-9302-1898af2a8203,2024-06-19 22:04:00,Marketing,SEO Specialist,Cloud Resource Access,ReadOnly access to S3 bucket acme-stage-building,"Access requested for S3 bucket acme-stage-building to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Business Justification; Data Sensitivity Level,Approved,85,8.0,CISO
7cf14b3a-2e7e-43af-a480-6479ce964bb6,2025-04-01 11:04:00,Data Science,Data Scientist,Firewall Change,Allow SSH to external IP 52.166.174.156 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 52.166.174.156 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Source System; Destination IP,Info Requested,72,,Security Analyst
124fbeac-2623-4aa9-bd35-def31a45f616,2024-12-18 22:04:00,HR,Recruiter,Firewall Change,Allow SSH to external IP 190.74.127.186 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 190.74.127.186 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System,Info Requested,75,,Security Manager
25af99a8-9992-4209-a28a-bb4254720ad2,2025-04-22 23:04:00,Engineering,DevOps Engineer,Permission Change,Temporary admin access to AWS for 8 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 8 hours. Related Jira ticket: INFRA-8460.",Business Justification; Duration; Manager Approval,Business Justification; Duration; Manager Approval,Approved,87,17.0,Security Analyst
8d40bdeb-5eaf-467e-bc41-fadfd4513eb7,2024-08-11 21:04:00,Data Science,ML Engineer,Firewall Change,Allow SSH to external IP 58.8.110.218 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 58.8.110.218 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,80,19.0,CISO
d8acb555-e68e-40aa-ab17-4621626048b8,2025-02-18 03:04:00,Sales,Account Executive,Network Access,Open port 3306 from 10.203.153.0/24 to RDS cluster rds-acme-prod,"Request to allow MySQL traffic from internal subnet 10.203.153.0/24 to RDS cluster rds-acme-prod.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,65,5.0,Security Manager
b4b2e8d5-f326-4ab5-b203-355706f024ad,2025-03-21 08:04:00,Marketing,Content Strategist,DevTool Install,Install VSCode extension 'really',"Requesting installation of extension 'really' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Team Lead Approval,Info Requested,44,,Security Manager
10f56050-31b8-41f2-bab5-92ad6a6fd137,2025-05-26 19:04:00,Operations,Logistics Coordinator,Network Access,Open port 3306 from 10.110.21.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.110.21.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,65,43.0,CISO
9e1a02f3-764c-4f91-894a-8cb2182d4a4f,2025-05-14 10:04:00,Operations,Logistics Coordinator,Cloud Resource Access,ReadOnly access to S3 bucket acme-prod-degree,"Access requested for S3 bucket acme-prod-degree to troubleshoot log ingestion failures.
Data classification: Internal. No customer PII involved.",Business Justification; Data Sensitivity Level,Data Sensitivity Level,Info Requested,77,,Security Analyst
047dad5a-8bfa-4b09-91a4-3278a1510640,2024-08-20 12:04:00,Sales,Sales Engineer,Firewall Change,Allow SSH to external IP 162.253.251.31 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 162.253.251.31 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Rejected,90,12.0,CISO
d9b7bb75-813f-444d-8cd8-bb34c628d892,2025-01-17 07:04:00,Engineering,Software Engineer,Data Export,Export 49GB of anonymized data to S3 bucket acme-stage-chance,"Request to export anonymized user event data (~49GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-chance. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,74,37.0,Security Analyst
6df61e87-098c-4a85-8638-a87275110b9d,2025-03-03 22:04:00,IT,System Administrator,DevTool Install,Install VSCode extension 'name',"Requesting installation of extension 'name' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,44,25.0,CISO
1a4e74f8-2d31-42de-a8c2-bef642f24f74,2024-06-24 16:04:00,IT,System Administrator,Vendor Approval,Onboard vendor Lane Ltd for campaign analytics,Lane Ltd provides marketing analytics services. They completed ACME's security questionnaire with a passing score and have a valid SOC 2 Type II report. No PII involved.,Vendor Security Questionnaire; Data Classification; Legal Review,Vendor Security Questionnaire; Data Classification,Info Requested,56,,Security Manager
f887ddc5-a4f6-43cc-8126-8d678ac66d0e,2024-10-15 02:04:00,Engineering,Software Engineer,Firewall Change,Allow SSH to external IP 141.158.125.173 on port 22,"Requesting temporary firewall rule to allow outbound SSH from bastion to vendor IP 141.158.125.173 on port 22.
This is for scheduled support session during the upcoming patch window.",Business Justification; Source System; Destination IP,Business Justification; Source System; Destination IP,Approved,68,4.0,Security Analyst
7f2e8e45-c1eb-4a24-bf03-802ecf257b05,2025-01-11 13:04:00,Data Science,Data Scientist,Permission Change,Temporary admin access to AWS for 3 hours,"Requesting AdministratorAccess role for AWS account acme-prod to handle production incident.
Access needed for 3 hours. Related Jira ticket: INFRA-5796.",Business Justification; Duration; Manager Approval,Duration,Info Requested,86,,CISO
354d75e5-9c4d-474a-b007-31bc69319a5e,2024-11-24 15:04:00,HR,Recruiter,Data Export,Export 25GB of anonymized data to S3 bucket acme-stage-director,"Request to export anonymized user event data (~25GB) for ML model training.
Data to be exported to secure S3 bucket acme-stage-director. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,77,39.0,Security Manager
a5247cc8-9f9f-400e-a935-817752a8b9be,2024-08-04 05:04:00,Sales,Account Executive,DevTool Install,Install VSCode extension 'fill',"Requesting installation of extension 'fill' from official VSCode marketplace.
Tool will be used by dev team for shared debugging and code review sessions.",Business Justification; Team Lead Approval,Business Justification; Team Lead Approval,Approved,46,45.0,Security Manager
f492aaa4-93ee-424e-8091-e5f262bb981b,2024-09-25 05:04:00,IT,System Administrator,Network Access,Open port 3306 from 10.102.163.0/24 to RDS cluster rds-acme-dev,"Request to allow MySQL traffic from internal subnet 10.102.163.0/24 to RDS cluster rds-acme-dev.
This is needed for data sync during migration. Approved change window is 02:00–04:00 UTC.",Business Justification; Source CIDR; Approval from Engineering Lead,Business Justification; Source CIDR; Approval from Engineering Lead,Approved,70,29.0,CISO
63e12f45-4702-4047-85c8-58bd774165ce,2024-10-25 14:04:00,Operations,Program Manager,Data Export,Export 33GB of anonymized data to S3 bucket acme-prod-gun,"Request to export anonymized user event data (~33GB) for ML model training.
Data to be exported to secure S3 bucket acme-prod-gun. No direct identifiers present.",Business Justification; PII Involved; Data Destination,Business Justification; PII Involved; Data Destination,Approved,83,24.0,Security Manager
